Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Haiti,HTI,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24924143316,25392852978,24044509520,22739783262,20022236064,22003978420,22915113290,23534901550,24048395525,24700166687,24915072773,24829676888,25090840429,25964197317,25622026388,26409179461,26876291982,28141232711,28889235768,30590921231,28862071789,30333521842,30485924858,31804375293,32352226522,33181255185,33782654843,34630691148,35208265608,34615148898,33457835490
Hungary,HUN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70E+11,1.65E+11,1.64E+11,1.69E+11,1.72E+11,1.72E+11,1.77E+11,1.84E+11,1.90E+11,1.98E+11,2.06E+11,2.16E+11,2.25E+11,2.36E+11,2.46E+11,2.56E+11,2.57E+11,2.59E+11,2.42E+11,2.45E+11,2.49E+11,2.46E+11,2.51E+11,2.61E+11,2.71E+11,2.77E+11,2.89E+11,3.04E+11,3.18E+11,3.03E+11
IBRD only,IBD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76E+13,1.77E+13,1.78E+13,1.82E+13,1.87E+13,1.93E+13,2.03E+13,2.13E+13,2.17E+13,2.25E+13,2.38E+13,2.46E+13,2.57E+13,2.72E+13,2.93E+13,3.13E+13,3.38E+13,3.66E+13,3.86E+13,3.95E+13,4.24E+13,4.49E+13,4.72E+13,4.96E+13,5.18E+13,5.40E+13,5.65E+13,5.94E+13,6.22E+13,6.45E+13,6.31E+13
IDA & IBRD total,IBT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95E+13,1.96E+13,1.97E+13,2.01E+13,2.06E+13,2.13E+13,2.24E+13,2.34E+13,2.39E+13,2.48E+13,2.62E+13,2.71E+13,2.83E+13,3.00E+13,3.22E+13,3.44E+13,3.71E+13,4.01E+13,4.23E+13,4.33E+13,4.65E+13,4.92E+13,5.16E+13,5.43E+13,5.68E+13,5.92E+13,6.19E+13,6.50E+13,6.81E+13,7.07E+13,6.92E+13
IDA total,IDA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82E+12,1.85E+12,1.88E+12,1.90E+12,1.91E+12,1.98E+12,2.07E+12,2.14E+12,2.21E+12,2.28E+12,2.37E+12,2.48E+12,2.60E+12,2.73E+12,2.92E+12,3.10E+12,3.29E+12,3.49E+12,3.66E+12,3.84E+12,4.07E+12,4.27E+12,4.45E+12,4.70E+12,4.98E+12,5.20E+12,5.41E+12,5.66E+12,5.94E+12,6.18E+12,6.18E+12
IDA blend,IDB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02E+11,9.22E+11,9.50E+11,9.49E+11,9.61E+11,9.84E+11,1.03E+12,1.05E+12,1.08E+12,1.10E+12,1.14E+12,1.19E+12,1.27E+12,1.33E+12,1.43E+12,1.51E+12,1.60E+12,1.69E+12,1.75E+12,1.85E+12,1.95E+12,2.04E+12,2.13E+12,2.24E+12,2.37E+12,2.46E+12,2.52E+12,2.60E+12,2.71E+12,2.77E+12,2.73E+12
Indonesia,IDN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22E+11,8.79E+11,9.36E+11,9.97E+11,1.07E+12,1.16E+12,1.25E+12,1.31E+12,1.14E+12,1.15E+12,1.20E+12,1.25E+12,1.30E+12,1.37E+12,1.43E+12,1.52E+12,1.60E+12,1.70E+12,1.80E+12,1.89E+12,2.00E+12,2.13E+12,2.26E+12,2.38E+12,2.50E+12,2.62E+12,2.75E+12,2.89E+12,3.04E+12,3.20E+12,3.13E+12
IDA only,IDX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17E+11,9.29E+11,9.30E+11,9.47E+11,9.47E+11,9.94E+11,1.04E+12,1.10E+12,1.14E+12,1.18E+12,1.23E+12,1.29E+12,1.34E+12,1.41E+12,1.49E+12,1.59E+12,1.69E+12,1.81E+12,1.92E+12,2.00E+12,2.13E+12,2.24E+12,2.33E+12,2.47E+12,2.62E+12,2.75E+12,2.91E+12,3.08E+12,3.25E+12,3.43E+12,3.47E+12
Isle of Man,IMN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58E+12,1.60E+12,1.69E+12,1.77E+12,1.89E+12,2.03E+12,2.18E+12,2.27E+12,2.41E+12,2.62E+12,2.72E+12,2.86E+12,2.96E+12,3.20E+12,3.45E+12,3.72E+12,4.02E+12,4.33E+12,4.47E+12,4.82E+12,5.23E+12,5.50E+12,5.80E+12,6.17E+12,6.63E+12,7.16E+12,7.75E+12,8.28E+12,8.82E+12,9.17E+12,8.51E+12
Not classified,INX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92899694857,94692323900,97858147969,1.00E+11,1.06E+11,1.17E+11,1.25E+11,1.39E+11,1.51E+11,1.67E+11,1.83E+11,1.92E+11,2.04E+11,2.10E+11,2.24E+11,2.37E+11,2.49E+11,2.62E+11,2.50E+11,2.37E+11,2.42E+11,2.44E+11,2.44E+11,2.47E+11,2.69E+11,3.36E+11,3.43E+11,3.74E+11,4.08E+11,4.28E+11,4.53E+11
"Iran, Islamic Rep.",IRN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86E+11,5.47E+11,5.62E+11,5.68E+11,5.60E+11,5.73E+11,6.02E+11,6.05E+11,6.19E+11,6.24E+11,6.61E+11,6.66E+11,7.15E+11,7.77E+11,8.11E+11,8.37E+11,8.79E+11,9.51E+11,9.53E+11,9.63E+11,1.02E+12,1.05E+12,9.67E+11,9.66E+11,1.01E+12,9.97E+11,1.13E+12,1.17E+12,1.10E+12,1.03E+12,1.06E+12
Iraq,IRQ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32E+11,47294451990,62708759667,81703136046,84852409937,86651299268,96200953219,1.17E+11,1.57E+11,1.85E+11,2.16E+11,2.20E+11,2.02E+11,1.28E+11,1.96E+11,2.00E+11,2.11E+11,2.15E+11,2.32E+11,2.40E+11,2.56E+11,2.75E+11,3.13E+11,3.37E+11,3.38E+11,3.54E+11,4.03E+11,3.95E+11,4.06E+11,4.30E+11,3.63E+11
Iceland,ISL,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9004634266,9415887036,9959327353,10692611744,11124050451,11678589124,12147309013,12215275525,12477010814,13450517044,14274285751,15175991395,16459100236,16822763466,15533498911,15093469851,15372061971,15535564850,16242815275,16516866493,17249664317,18337029182,19106258173,20040970854,20528933022,19193749232
Israel,ISR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45E+11,1.54E+11,1.60E+11,1.67E+11,1.73E+11,1.88E+11,1.89E+11,1.88E+11,1.90E+11,2.00E+11,2.08E+11,2.20E+11,2.33E+11,2.42E+11,2.44E+11,2.58E+11,2.72E+11,2.80E+11,2.94E+11,3.06E+11,3.13E+11,3.27E+11,3.41E+11,3.54E+11,3.68E+11,3.60E+11
Italy,ITA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08E+12,2.11E+12,2.12E+12,2.11E+12,2.15E+12,2.21E+12,2.24E+12,2.28E+12,2.32E+12,2.36E+12,2.45E+12,2.50E+12,2.51E+12,2.51E+12,2.54E+12,2.57E+12,2.61E+12,2.65E+12,2.63E+12,2.49E+12,2.53E+12,2.55E+12,2.47E+12,2.43E+12,2.43E+12,2.44E+12,2.48E+12,2.52E+12,2.54E+12,2.55E+12,2.32E+12
Jamaica,JAM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20792726121,21798727854,22225011242,24317963346,24654375572,25233742806,25205044166,24917590752,24335876254,24590836871,24806917427,25140552993,25642682981,26582825179,26934708708,27175450578,27963300955,28363722572,28133483825,26910999030,26518866158,26977742325,26812197175,26951000170,27136914194,27386977365,27763609394,28040446747,28570389790,28825320994,25942788894
Jordan,JOR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28256729896,28711247915,32831248194,34304382687,36009817293,38242740850,39040874583,40332532514,41547417825,42955680327,44779454949,47139313138,49865760556,51941007457,56390905133,60984843730,65920331853,71310090481,76467463678,80308967354,82167986812,84417072420,86467865323,88724631105,91727141915,94017136424,95892008153,97893384209,99786732029,1.02E+11,1.00E+11
Japan,JPN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07E+12,4.21E+12,4.24E+12,4.22E+12,4.26E+12,4.37E+12,4.51E+12,4.56E+12,4.50E+12,4.48E+12,4.61E+12,4.63E+12,4.63E+12,4.70E+12,4.80E+12,4.89E+12,4.95E+12,5.03E+12,4.97E+12,4.68E+12,4.88E+12,4.88E+12,4.94E+12,5.04E+12,5.06E+12,5.14E+12,5.18E+12,5.26E+12,5.29E+12,5.31E+12,5.06E+12
Kazakhstan,KAZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20E+11,1.96E+11,1.86E+11,1.69E+11,1.47E+11,1.35E+11,1.36E+11,1.38E+11,1.36E+11,1.39E+11,1.53E+11,1.74E+11,1.91E+11,2.08E+11,2.28E+11,2.50E+11,2.77E+11,3.02E+11,3.12E+11,3.16E+11,3.39E+11,3.64E+11,3.81E+11,4.04E+11,4.21E+11,4.26E+11,4.31E+11,4.48E+11,4.67E+11,4.88E+11,4.76E+11
Kenya,KEN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84684789722,85902850677,85216062575,85517043370,87768522848,91635794006,95435783095,95889009462,99043962810,1.01E+11,1.02E+11,1.06E+11,1.06E+11,1.09E+11,1.15E+11,1.22E+11,1.30E+11,1.39E+11,1.39E+11,1.44E+11,1.55E+11,1.63E+11,1.71E+11,1.77E+11,1.86E+11,1.95E+11,2.03E+11,2.11E+11,2.23E+11,2.34E+11,2.33E+11
Kyrgyz Republic,KGZ,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22651204111,20851809393,17966369827,15188889746,12138177115,11479824005,12293112413,13512005720,13798708223,14303159934,15081729078,15884321604,15881569708,16998090624,18192514566,18160583899,18724088429,20323663854,22031180061,22667064816,22560174508,23903920387,23882849033,26489774124,27555732866,28623744973,29864829313,31280403475,32455892925,33949067065,31023828376
Cambodia,KHM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17586546193,11464908856,12600332539,13343437858,13878058851,14527778510,16373588140,18009895822,19477411670,20758818800,22524542246,24853699019,28146835740,31178554968,34362687939,36662093825,36693878746,38881963567,41630751178,44675351848,47961967888,51387685546,54967247822,58778299696,62890960722,67588392994,72356150510,70078676204
Kiribati,KIR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154498163.5,154498163.5,155853410.6,157208657.6,159919151.7,159919151.7,162629645.8,165340139.9,176182116.3,173471622.2,184313598.6,181603104.5,188481254.3,192262800.2,189130146.6,198495174.8,198397325.9,202434606.9,198200815.1,199791990.9,197946114.1,201102012.2,210581248,219456934,217925700.1,240600572.3,252961954.2,255212702.3,264849417.2,275248585.1,269887963
St. Kitts and Nevis,KNA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572105056.4,561437075.6,585404677.4,625223607.5,658371206.6,693812267.8,734350594.8,784462435.4,780644097.7,805779951,886702887.7,933285379,946050063.8,908838179.2,945158503.5,1037149086,1069817087,1076242470,1142125706,1095893690,1089216211,1109131824,1084420231,1142802062,1214624935,1227180564,1391559699,1404083724,1441993977,1511209681,1293595539
"Korea, Rep.",KOR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43E+11,6.01E+11,6.38E+11,6.82E+11,7.45E+11,8.17E+11,8.82E+11,9.36E+11,8.88E+11,9.90E+11,1.08E+12,1.13E+12,1.22E+12,1.26E+12,1.32E+12,1.38E+12,1.45E+12,1.54E+12,1.58E+12,1.60E+12,1.70E+12,1.77E+12,1.81E+12,1.87E+12,1.93E+12,1.98E+12,2.04E+12,2.10E+12,2.16E+12,2.21E+12,2.19E+12
Kuwait,KWT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67170317205,90001822082,97594524876,1.02E+11,1.03E+11,1.06E+11,1.09E+11,1.07E+11,1.12E+11,1.13E+11,1.16E+11,1.36E+11,1.50E+11,1.66E+11,1.79E+11,1.89E+11,1.94E+11,1.80E+11,1.76E+11,1.93E+11,2.06E+11,2.08E+11,2.09E+11,2.10E+11,2.16E+11,2.06E+11,2.09E+11,2.10E+11,1.92E+11
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17E+12,4.30E+12,4.41E+12,4.61E+12,4.86E+12,4.87E+12,5.07E+12,5.33E+12,5.47E+12,5.50E+12,5.69E+12,5.70E+12,5.73E+12,5.87E+12,6.18E+12,6.43E+12,6.76E+12,7.12E+12,7.39E+12,7.23E+12,7.72E+12,8.07E+12,8.28E+12,8.52E+12,8.66E+12,8.72E+12,8.72E+12,8.90E+12,9.05E+12,9.13E+12,8.51E+12
Lao PDR,LAO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8366077048,8725530873,9210657979,9755243341,10551175453,11293055434,12075474873,12905312528,13417344752,14397666418,15232555754,16108642928,17062072214,18097228528,19247795208,20615845412,22392780009,24093921170,25979247073,27928151713,30309558822,32746038985,35374268307,38213513284,41122311945,44111931100,47209839790,50463792572,53616750150,56543010339,56827439678
Lebanon,LBN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21171168821,31639756945,36840809572,40806969481,44114473102,46959354844,52259157445,52810474138,54746360248,54458621791,55189386581,57308476503,59270231517,61182940132,65269620733,67022618702,68061144234,74398060459,81145315992,89448230968,96581848643,97419541531,99894525694,1.04E+11,1.06E+11,1.07E+11,1.09E+11,1.09E+11,1.08E+11,99844372328,78413510391
Liberia,LBR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994680986,5140539305,5333978738,3726043775,3823660447,4025596064,4349411237,4764139772,5104570383,5375140146,5703014429,6170705288,6663980095,7242899226,7293700422,7292346348,7178953380,7355207879,7440349936,7256774358,7040310854
Libya,LBY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86540725666,89724743548,88143005632,87297846969,98660535669,1.03E+11,1.15E+11,1.23E+11,1.31E+11,1.34E+11,1.33E+11,1.40E+11,52977949150,1.18E+11,1.02E+11,77624540052,70745422758,68767756473,87115614621,1.00E+11,1.03E+11,70652572981
St. Lucia,LCA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619374615,1625458249,1754732169,1764965762,1793179802,1824528635,1877852089,1864817352,1982048558,2034981216,2035973240,1966585970,1974775827,2058992344,2208627736,2199565632,2335834382,2375347790,2492911400,2422389440,2461241233,2596201214,2591012661,2508764135,2552884915,2518153307,2609973113,2701367916,2780421310,2778643407,2212532552
Latin America & Caribbean,LCN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67E+12,4.83E+12,4.97E+12,5.19E+12,5.47E+12,5.50E+12,5.73E+12,6.04E+12,6.20E+12,6.24E+12,6.46E+12,6.48E+12,6.52E+12,6.69E+12,7.05E+12,7.33E+12,7.70E+12,8.11E+12,8.41E+12,8.23E+12,8.76E+12,9.16E+12,9.41E+12,9.68E+12,9.83E+12,9.91E+12,9.91E+12,1.01E+13,1.03E+13,1.04E+13,9.67E+12
Least developed countries: UN classification,LDC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00E+11,8.14E+11,8.18E+11,8.19E+11,8.23E+11,8.71E+11,9.21E+11,9.66E+11,1.00E+12,1.04E+12,1.09E+12,1.15E+12,1.21E+12,1.27E+12,1.35E+12,1.46E+12,1.56E+12,1.68E+12,1.80E+12,1.87E+12,1.99E+12,2.09E+12,2.17E+12,2.29E+12,2.43E+12,2.55E+12,2.68E+12,2.82E+12,2.96E+12,3.12E+12,3.15E+12
Low income,LIC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01E+11,4.04E+11,3.98E+11,4.02E+11,4.02E+11,4.21E+11,4.45E+11,4.68E+11,4.82E+11,4.97E+11,5.12E+11,5.41E+11,5.64E+11,5.92E+11,6.29E+11,6.72E+11,7.17E+11,7.67E+11,8.13E+11,8.41E+11,9.01E+11,9.33E+11,9.39E+11,9.89E+11,1.05E+12,1.10E+12,1.15E+12,1.20E+12,1.25E+12,1.31E+12,1.32E+12
Liechtenstein,LIE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67194691694,70285638941,73378200905,78441343181,82833994648,87389934954,90710723823,96521108253,1.01E+11,1.05E+11,1.12E+11,1.10E+11,1.14E+11,1.21E+11,1.28E+11,1.36E+11,1.46E+11,1.56E+11,1.65E+11,1.71E+11,1.85E+11,2.00E+11,2.19E+11,2.26E+11,2.37E+11,2.49E+11,2.61E+11,2.70E+11,2.79E+11,2.85E+11,2.75E+11
Lower middle income,LMC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47E+12,6.58E+12,6.73E+12,6.80E+12,6.91E+12,7.22E+12,7.62E+12,7.88E+12,7.98E+12,8.33E+12,8.71E+12,9.07E+12,9.48E+12,1.01E+13,1.08E+13,1.14E+13,1.22E+13,1.30E+13,1.36E+13,1.42E+13,1.51E+13,1.58E+13,1.65E+13,1.73E+13,1.83E+13,1.92E+13,2.04E+13,2.15E+13,2.25E+13,2.34E+13,2.25E+13
Low & middle income,LMY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87E+13,1.88E+13,1.89E+13,1.93E+13,1.97E+13,2.04E+13,2.14E+13,2.24E+13,2.28E+13,2.37E+13,2.50E+13,2.59E+13,2.71E+13,2.87E+13,3.09E+13,3.30E+13,3.56E+13,3.85E+13,4.06E+13,4.16E+13,4.47E+13,4.73E+13,4.97E+13,5.23E+13,5.48E+13,5.71E+13,5.98E+13,6.29E+13,6.58E+13,6.83E+13,6.70E+13
Lesotho,LSO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277298349,2435948778,2605402265,2696845800,2858113757,2952172525,3117406677,3232863062,3282573364,3298199237,3426022492,3548043099,3573725111,3736679000,3799917591,3931627389,4097938957,4269557134,4505323283,4448758290,4683042387,4899129775,5209480911,5302862495,5393570291,5562257316,5761851388,5580816901,5512555847,5491529196,4963571547
Late-demographic dividend,LTE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76E+12,9.76E+12,9.62E+12,9.89E+12,1.02E+13,1.06E+13,1.11E+13,1.17E+13,1.19E+13,1.24E+13,1.33E+13,1.39E+13,1.47E+13,1.57E+13,1.70E+13,1.82E+13,1.99E+13,2.18E+13,2.33E+13,2.39E+13,2.57E+13,2.74E+13,2.90E+13,3.05E+13,3.20E+13,3.33E+13,3.47E+13,3.64E+13,3.83E+13,4.01E+13,3.99E+13
Lithuania,LTU,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38614951871,40606890384,43981697193,47269662758,46730045922,48456966649,51619321063,55104355429,60926657923,64929228694,69949795339,75135958039,83481669657,85664233657,72952853508,74157480683,78635856993,81658512980,84557449673,87548255022,89320742946,91570579073,95492177900,99305476903,1.04E+11,1.04E+11
Luxembourg,LUX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27058203782,29397165793,29932092042,31189434676,32381158085,32844921027,33304117487,35109145135,37452509307,40514319942,43325256230,44657228411,46097610203,47305081130,49306980746,50531211320,53571530314,57910110486,57736278120,55866226615,57967027794,58572376708,59538763541,61427208386,63038496899,64469334921,67678741186,68570197216,69944602560,72241448144,70958266480
Latvia,LVA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23858648395,24476116016,26639048535,28326880513,29107620347,30759691793,32706248126,35024167954,37974076489,41119078904,45525082080,50972251002,56040423000,54223144196,46497276952,44418410721,45557486647,48763511485,49744021263,50689205542,52658495004,53905242557,55691171159,57912959510,59351706426,57204025762
"Macao SAR, China",MAC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16768952851,17382578301,19694376508,20715804918,21596725174,22308596560,22215107411,22153086234,21140439584,20641891775,21828161130,22458618286,24459761747,27307064335,34579093071,37371509661,42375648989,48510256908,50155373201,50794429163,63555423537,77293937524,84437715980,93517140608,91601619302,71894070155,71405950686,78534544016,83611498767,81511194604,37485855489
St. Martin (French part),MAF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95514012277,1.02E+11,1.00E+11,99515665451,1.10E+11,1.04E+11,1.17E+11,1.15E+11,1.23E+11,1.25E+11,1.27E+11,1.37E+11,1.41E+11,1.49E+11,1.56E+11,1.61E+11,1.74E+11,1.80E+11,1.91E+11,1.99E+11,2.06E+11,2.17E+11,2.24E+11,2.34E+11,2.40E+11,2.51E+11,2.53E+11,2.64E+11,2.73E+11,2.80E+11,2.62E+11
Monaco,MCO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16816808196,15828474253,16089179434,15036594421,14530123648,14836377396,15741396478,16969225347,18089194226,19427794543,20884879161,21887353329,22543973982,24302403985,22844259675,24466202131,25889686484,25737006168,28064626385,29467752650,29368082301,30662887782,32101220496,33482047350,34715326509,32295999034
Madagascar,MDG,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21492868991,20137453104,20375253256,20803117923,20794359540,21143412062,21598884391,22396637591,23273930593,24367625434,25453656126,26975844773,23628689749,25940731550,27304436747,28602993463,30147128483,31868699608,34007928309,32654851936,32857063758,33375688541,34380679957,35171564948,36346014939,37484480464,38981290521,40514544581,41808723576,43653003423,40535912001
Maldives,MDV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2693313075,2904971040,3148928789,3384931020,3593972710,3732190086,3585006156,3845578252,4374347178,4638284528,4029321674,5081437741,5473413104,5992584545,5559390108,5963286975,6474145880,6637124989,7120378969,7642276132,7862721296,8361084210,8963910867,9692060901,10359232217,6888899566
Middle East & North Africa,MEA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65E+12,2.77E+12,2.89E+12,2.95E+12,3.02E+12,3.09E+12,3.24E+12,3.34E+12,3.50E+12,3.56E+12,3.79E+12,3.84E+12,3.90E+12,4.11E+12,4.42E+12,4.64E+12,4.90E+12,5.15E+12,5.40E+12,5.44E+12,5.71E+12,5.92E+12,6.14E+12,6.30E+12,6.49E+12,6.68E+12,7.01E+12,7.14E+12,7.24E+12,7.31E+12,7.05E+12
Mexico,MEX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25E+12,1.31E+12,1.35E+12,1.38E+12,1.45E+12,1.36E+12,1.45E+12,1.55E+12,1.63E+12,1.67E+12,1.76E+12,1.75E+12,1.75E+12,1.77E+12,1.84E+12,1.89E+12,1.97E+12,2.02E+12,2.04E+12,1.93E+12,2.03E+12,2.10E+12,2.18E+12,2.21E+12,2.27E+12,2.35E+12,2.41E+12,2.46E+12,2.51E+12,2.51E+12,2.30E+12
